brewery_name,type,address,website,state,state_breweries
Pyramid Brewery & Alehouse,Brewpub,"901 Gilman St., Berkeley, California, 94710",http://www.pyramidbrew.com/,california,284
Pyramid Alehouse Brewery & Restaurant,Brewpub,"1410 Locust Street, Walnut Creek, California, 94596",http://www.pyramidbrew.com/,california,284
Pyramid Alehouse,Brewpub,"1029 K St., Sacramento, California, 95814",http://www.pyramidbrew.com/,california,284
Pyramid Alehouse,RegionalBrewery,"901 Gilman St, Berkeley, California, 94710",http://www.pyramidbrew.com/,california,284
Port Brewing Co/The Lost Abbey,Microbrewery,"155 Mata Way #104, San Marcos, California, 92069",http://www.pizzaport.com/,california,284
Pizza Port Carlsbad Brewery,Brewpub,"571 Carlsbad Village Dr., Carlsbad, California, 92008",http://www.pizzaport.com/,california,284
Pizza Port Brewing Co-Solana Beach,Brewpub,"135 n hwy 101, Solana Beach, California, 92075",http://www.pizzaport.com/,california,284
Pizza Port Brewing Company,Brewpub,"301 N. El Camino Real, San Clemente, California, 92672",http://www.pizzaport.com/,california,284
Peter B's Brewpub,Brewpub,"2 Portola Place, Monterey, California, 93940",http://www.portolahotel.com/dining/brewpub,california,284
Pacific Coast Brewing Co.,Brewpub,"906 Washington St., Oakland, California, 94607",http://www.pacificcoastbrewing.com/,california,284
Omaha Jack's Steakhouse & Brewery,Brewpub,"11837 Foothill Blvd., Ste A., Rancho Cucamonga, California, 91730",http://www.omahajacks.com/,california,284
Oggi's Pizza & Brewing Company (Carmel Mtn. Ranch),Brewpub,"10155 Rancho Carmel Dr., San Diego, California, 92123",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"23641 Via Linda, Mission Viejo, California, 92691",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"305 Encinitas Blvd., Encinitas, California, 92024",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"425 S. Melrose Dr., Vista, California, 92083",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"41301 Margarita Dr., Temecula, California, 92591",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"9828 Mission Gorge Rd., Santee, California, 92071",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"18810 Soledad Canyon Rd., Santa Clarita, California, 91351",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"1500 East Village Way, Orange, California, 92865",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"2245 Fenton Pkwy. #108, San Diego, California, 92108",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"19461 Main St., Huntington Beach, California, 92648",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"200 E. Via Rancho Pkwy. Suite 201, Escondido, California, 92025",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"12840 Carmel Country Rd., Del Mar, California, 92130",http://www.oggis.com/,california,284
Oggi's Pizza & Brewing Company,Brewpub,"2363 California Ave. #105, Corona, California, 92881",http://www.oggis.com/,california,284
Oceanside Ale Works,Microbrewery,"3800 Oceanic Dr., Oceanside, California, 92056",http://www.oceansidealeworks.net/,california,284
Ocean Brewing Company,Brewpub,"237 Ocean Ave., Laguna Beach, California, 92651",http://www.facebook.com/oceanavelb,california,284
North Coast Brewing Co.,RegionalBrewery,"455 N. Main St., Fort Bragg, California, 95437",http://www.northcoastbrewing.com/,california,284
Newport Beach Brewing Co.,Brewpub,"2920 Newport Blvd., Newport Beach, California, 92663",http://www.newportbeachbrewingcompany.com,california,284
New English Brewing Co. Inc,Microbrewery,"10755-F Scripps Poway Pkwy, #205, San Diego, California, 92131",http://www.newenglishbrewing.com/,california,284
Napa Valley Brewing Co./ Calistoga Inn,Brewpub,"1250 Lincoln Ave., Calistoga, California, 94515",http://www.napabeer.com/,california,284
Mt. Shasta Brewing Company,Microbrewery,"360 College Ave., Weed, California, 96094",http://www.weedales.com/,california,284
Moylan's Brewery & Restaurant,Brewpub,"15 Rowland Way, Novato, California, 94945",http://www.moylans.com/,california,284
Mount Tallac Brewing Co.,Microbrewery,"2060 Eloise Ave., S Lake Tahoe, California, 96150",https://www.facebook.com/pages/Mt-Tallac-Brewing-Company/120321407995293,california,284
Mount St. Helena Brewing Co.,Brewpub,"21167 Calistoga St., Middletown, California, 95461",http://sainthelenabrewery.com/,california,284
Morro Bay Brewing Company,Brewpub,"280 Harbor St., Morro Bay, California, 93442",                                                                            -                                                                    ,california,284
Moonlight Brewing Company,Microbrewery,"P.O. Box 316, Fulton, California, 95439",http://www.moonlightbrewing.com/,california,284
Mission Brewery @ Miami Grill,Brewpub,"4353 La Jolla Village Dr, San Diego, California, 92122",http://www.miamigrille.com/,california,284
Miller Brewing Company,Brewpub,"15801 E. 1st St. , Irwindale, California, 91706",http://www.millercoors.com/,california,284
Mendocino Brewing Co.,RegionalBrewery,"1600 Airport Rd, Ukiah, California, 95482",http://mendobrew.com/,california,284
Mendocino Brewing Co.,Brewpub,"13351 Hwy. 101 S., Hopland, California, 95449",http://mendobrew.com/,california,284
Mary's Pizza Shack,Brewpub,"711 Pleasant Grove Blvd, Roseville, California, 95661",http://www.maryspizzashack.com/,california,284
Marin Brewing Co.,Brewpub,"1809 Larkspur Landing Circle, Larkspur, California, 94939",http://www.marinbrewing.com/,california,284
"Marauder Brewing, Inc",Microbrewery,"10737 Meadow Glen Way E, Escondido, California, 92026",http://www.marauderbeer.com/,california,284
Mammoth Brewing Co.,Microbrewery,"18 Main St., Mammoth Lakes, California, 93546",http://www.mammothbrewingco.com/,california,284
Main Street Brewery/Lamppost Pizza,Brewpub,"300 N Main St., Corona, California, 92882",http://www.mainstreetbrewery.com/,california,284
Main Street Brewery,Brewpub,"830 Main St., Pleasanton, California, 94566",http://www.mainstbrewery.com/,california,284
Magnolia Pub & Brewery,Brewpub,"1398 Haight St., San Francisco, California, 94117",http://www.magnoliapub.com/,california,284
Mad River Brewing Co.,Microbrewery,"195 Taylor Way, Blue Lake, California, 95525",http://www.madriverbrewing.com/,california,284
Lost Coast Brewery,Microbrewery,"123 W 3rd St, Eureka, California, 95501",http://www.lostcoast.com/,california,284
Los Gatos Brewing Company,Brewpub,"130-G N. Santa Cruz Ave., Los Gatos, California, 95030",http://lgbrewingco.com/index.html,california,284
Lodi Beer Company,Brewpub,"105 School St., Lodi, California, 95240",http://www.lodibeercompany.com/,california,284
Lockdown Brewing Company,ContractBrewery,"317 Leidesdorf St., Folsom, California, 95630",http://www.lockdownbrewingcompany.com/,california,284
Linden Street Brewery,Mircobrewery,"95 Linden St. Ste. 8, Oakland, California, 94607",http://www.lindenbeer.com/,california,284
Lightning Brewery,Microbrewery,"13200 Kirkham Way #105, Poway, California, 92064",http://www.lightningbrewery.com/,california,284
Library Alehouse,MultitapBar,"2911 Main St., Santa Monica, California, 90405",http://www.libraryalehouse.com/,california,284
Lengthwise Brewing Co.,Brewpub,"6720 Schirra Ct., Bakersfield, California, 93313",http://www.lengthwise.com/,california,284
Left Coast Brewing Company,Brewpub,"1245 Puerto del Sol, San Clemente, California, 92673",http://www.leftcoastbrewing.com/,california,284
Lagunitas Brewing Company,Microbrewery,"1322 Ross St., Petaluma, California, 94954",http://www.lagunitas.com/,california,284
La Jolla Brewery,Brewpub,"4353 La Jolla Village Dr., La Jolla, California, 92037",http://www.lajollabrewhouse.com/,california,284
La Jolla Brew House,Brewpub,"7536 Fay Ave., La Jolla, California, 92037",http://www.lajollabrewhouse.com/,california,284
Karl Strauss Brewery Restaurant,Brewpub,"901-A S. Coast Dr., Costa Mesa, California, 92626",http://www.karlstrauss.com/,california,284
Karl Strauss Brewery Gardens,Microbrewery,"5985 Sante Fe St., San Diego, California, 92109",http://www.karlstrauss.com/,california,284
Karl Strauss Brewery Gardens,Brewpub,"9675 Scranton Rd., Sorrento Mesa, California, 92121",http://www.karlstrauss.com/,california,284
Karl Strauss Brewery & Restaurant,Brewpub,"1000 Universal Center Dr., Universal City, California, 91608",http://www.karlstrauss.com/,california,284
Karl Strauss Brewery & Restaurant,Brewpub,"5801 Armada Drive, Carlsbad, California, 92008",http://www.karlstrauss.com/,california,284
Karl Strauss Brewery & Grill,Brewpub,"1044 Wall St., La Jolla, California, 92037",http://www.karlstrauss.com/,california,284
Karl Strauss Brewery & Grill,Brewpub,"1157 Columbia St., San Diego, California, 92101",http://www.karlstrauss.com/,california,284
Karl Strauss Breweries,Brewpub-Closed,"2785 Kurtz, San Diego, California, 92110",http://www.karlstrauss.com/,california,284
JT Schmid's Brewhouse & Eatery,Brewpub,"1725 S Douglass Rd. Ste. C, Anaheim, California, 92806",http://www.jtschmids.com/,california,284
Jergensen Brewing Company,Microbrewery,"11641 Rancho Road, Adelanto, California, 92301",http://imcsitefiles.com/jurgys/,california,284
Jack's Brewing Company,Brewpub,"39176 Argonaut Way, Fremont, California, 94538",http://www.jacksbrewingcompany.com/,california,284
Jack Russell Brewing Co.,Microbrewery,"2380 Larsen Dr., Camino, California, 95709",https://www.facebook.com/jackrussellfarmbrewery,california,284
J.S. McNg Brewery Concern,Microbrewery,"3658 Monterey Blvd.`, Oakland, California, 94619",                                                                            -                                                                    ,california,284
Island Brewing Company,Microbrewery,"5049 Sixth St., Carpinteria, California, 93013",http://www.islandbrewingcompany.com/,california,284
Iron Springs Pub & Brewery,Brewpub,"765-A Center Blvd., Fairfax, California, 94930",http://www.ironspringspub.com/,california,284
Inland Empire Brewing Co.,Mircobrewery,"1710 Palmyrita Ave., Ste 11, Riverside, California, 92507",http://www.iebrew.com/,california,284
Indian Wells Brewing Co.,Microbrewery,"2565 N. Hwy. 14, Inyokern, California, 93527",http://www.mojave-red.com/,california,284
Huntington Beach Beer Co.,Brewpub,"201 Main St. #E, Huntington Beach, California, 92648",http://www.hbbeerco.com/,california,284
Humboldt Brewing Co.,RegionalBrewery,"856 10th St., Arcata, California, 95521",http://www.humboldtbrews.com/,california,284
Hopyard,Brewpub,"470 Market Place, San Ramon, California, 94583",http://www.hopyard.com/,california,284
HopTown Brewing Company,Microbrewery,"3015 Hopyard Rd. Suite E, Pleasanton, California, 94588",http://www.hoptownbrewing.com/,california,284
Hoppy Brewing Co.,Brewpub,"6300 Folsom Blvd., Sacramento, California, 95819",http://www.hoppy.com/,california,284
Hollywood Beach Brewing Co. ,Microbrewery,"4531 La Brea St., Oxnard, California, 93035",http://www.hbbrewing.com/,california,284
Hollister Brewing Co,Brewpub,"6980 Marketplace Dr, Goleta, California, 93117",http://www.hollisterbrewco.com/,california,284
Happy Valley Brewing,Microbrewery,"6452 Happy Valley Rd, Somerset, California, 95684",https://www.facebook.com/HappyValleyBrewery,california,284
Hansa Brewing Co.,Microbrewery,"649 3/4 Santa Clara Ave, Venice, California, 90291",http://www.hansabrew.com/,california,284
Hangar 24 Craft Brewery,Microbrewery,"1710 Sessums Drive, Redlands, California, 92374",http://www.hangar24brewery.com/,california,284
Half Moon Bay Brewing,Brewpub,"PO Box 879, El Granada , California, 94018",http://www.hmbbrewingco.com/,california,284
Green Flash Brewing Co.,Brewpub,"1430 Vantage Ct. Suite 104A, Vista, California, 92083",http://www.greenflashbrew.com/,california,284
Great Sex Brewing,ContractBrewery,"12763 Encanto Way, Redding, California, 96003",http://www.greatsexbrewing.com/,california,284
Great Beer Company,Microbrewery,"21119 Superior St., Chatsworth, California, 91311",http://www.greatbeerco.com/,california,284
Gordon Biersch Brewing Co. (San Jose),Brewpub,"33 E. San Fernando St., San Jose, California, 95113",http://www.gordonbiersch.com/restaurants/index.html,california,284
Gordon Biersch Brewing Co. (San Jose),RegionalBrewery,"357 E Taylor St, San Jose, California, 95112",http://www.gordonbiersch.com/,california,284
Gordon Biersch Brewing Co. (San Francisco),Brewpub,"2 Harrison St., San Francisco, California, 94105",http://www.gordonbiersch.com/restaurants/index.html,california,284
Gordon Biersch Brewing Co. (Palo Alto),Brewpub,"640 Emerson St., Palo Alto, California, 94301",http://www.gordonbiersch.com/restaurants/index.html,california,284
Gordon Biersch Brewing Co.,Microbrewery-Closed,"24032 El Toro Rd., Laguna Hills, California",http://www.gordonbiersch.com/,california,284
Gordon Biersch Brewing Co.,Brewpub,"5010 Mission Center Rd., San Diego, California, 92108",http://www.gordonbiersch.com/,california,284
Gordon Biersch Brewing Co.,Brewpub,"1623 W. Katella, Orange, California",http://www.gordonbiersch.com/,california,284
Gordon Biersch Brewing Co.,Brewpub,"41 Hugus Alley, Pasadena, California, 91103",http://www.gordonbiersch.com/,california,284
Gordon Biersch Brewing Co.,Brewpub,"145 S. San Fernando Rd., Burbank, California, 91502",http://www.gordonbiersch.com/,california,284
Gold Hill Brewery,Microbrewery,"5660 Vineyard Ln., Placerville, California, 95667",http://www.goldhillvineyard.com/,california,284
Gold Country Brewing,Microbrewery,"1170 Pinecroft Rd., Colfax, California, 95713",http://www.goldcountrybrewers.org/,california,284
Full Circle Brewing Co.,Microbrewery,"620 ""F"" St., Fresno, California, 93706",http://www.fullcirclebrewing.com/,california,284
Firestone Walker Brewing Co.,Brewpub,"620 McMurray Rd., Buellton, California, 93427",http://www.firestonewalker.com/,california,284
Firestone Walker Brewing,Microbrewery,"1400 Ramada Dr., Paso Robles, California, 93446",http://www.firestonebeer.com/,california,284
Firehouse Grill & Brewery,Brewpub,"111 S. Murphy Ave., Sunnyvale, California, 94086",http://www.firehousegrill.com/,california,284
Firehouse Brewing Co.,Microbrewery,"7696 Miramar Rd., San Diego, California, 92126",http://www.firehousebrew.com/,california,284
Fire House Brewing Co.,Microbrewery,"1829 Arnold Way Ste. 1001, Alpine, California, 91901",http://www.firehousebrewing.com/,california,284
FiftyFifty Brewing Co,Brewpub,"11197 Brockway Rd., Ste 1, Truckee, California, 96161",http://www.fiftyfiftybrewing.com/,california,284
Feather River Brewing Co.,Microbrewery,"14665 Forest Ridge Rd. , Magalia, California, 95954",http://www.featherriverbrewing.com/,california,284
Faultline Brewing Co. (Sunnyvale),Brewpub,"1235 Oakmead Pkwy., Sunnyvale, California, 94086",http://www.faultlinebrewing.com/,california,284
"Etna Brewing Company, Inc.",Microbrewery,"131 Callahan St., Etna, California, 96027",http://www.etnabrew.com/,california,284
English Ales Brewery,Brewpub,"223 Reindollar Ave., Marina, California, 93933",http://www.englishalesbrewery.com/,california,284
Elizabeth Street Brewery,Brewpub,"San Francisco, California, 94114",http://www.elizabethstreetbrewery.com/,california,284
El Toro Brewpub,Brewpub,"17605  Monterey Dr., Morgan Hill, California, 95037",http://www.eltorobrewing.com/main.html,california,284
El Toro Brewing Company,Microbrewery,"17370 Hill Rd., Morgan Hill, California, 95037",http://www.eltorobrewing.com/,california,284
El Dorado Brewing Company,Microbrewery,"4384 Harness Tract Road, Camino, California, 95709",http://www.eldobrew.com/,california,284
Eel River Brewing Co.,Brewpub,"1777 Alamar Way, Fortuna, California, 95440",http://www.eelriverbrewing.com/,california,284
Eagle Rock Brewery,Mircobrewery,"3056 Roswell St., Los Angeles, California, 90065",http://www.eaglerockbrewery.com/,california,284
E.J. Phair Brewing Company,Microbrewery,"975 Detroit Ave., Unit E, Concord, California, 94520",http://www.ejphair.com/,california,284
E.J. Phair Brewing Co. & Alehouse,Brewpub,"2151 Salvio St., Concord, California, 94518",http://www.ejphair.com/,california,284
Drakes Brewing Company,Microbrewery,"1933 Davis Street #177 (Westgate Mall), San Leandro, California, 94577",http://www.drinkdrakes.com/home.html,california,284
Downtown Joe's Brewery & Restaurant,Brewpub,"902 Main St., Napa, California, 94559",http://www.downtownjoes.com/,california,284
Downtown Brewing,Brewpub,"1119 Garden St., San Luis Obispo, California, 93401",http://downtownbrew.com/,california,284
Devil's Canyon Brewing Co.,Microbrewery,"111 Industrial Rd # 7, Belmount, California, 94002",http://www.devilscanyonbrewery.com/,california,284
Dempsey's Ale House,Brewpub,"50 E. Washington St., Petaluma, California, 94952",http://www.dempseys.com/,california,284
Dale Bros. Brewery,Microbrewery,"2120 Porterfield Way, Upland, California, 91786",http://www.dalebrosbrewery.com/,california,284
Creekside Brewing Co,Brewpub,"1040 Broad St., San Luis Obispo, California, 93401",http://www.creeksidebrewing.com/,california,284
Craftsman Brewing Company,Microbrewery,"1270 Lincoln Ave., Pasadena, California, 91103",http://www.craftsmanbrewing.com/,california,284
Coronado Brewing Co.,Brewpub,"170 Orange St., Coronado, California, 92118",http://www.coronadobrewingcompany.com/,california,284
Chau Tien,ContractBrewery,"PO Box 221185, Carmel, California, 93923",http://www.paleale.com/,california,284
Cervecerias La Cruda,Microbrewery-Closed,"500 4th Ave., San Diego, California",                                                                            -                                                                    ,california,284
Central Coast Brewing Co.,ContractBrewery,"1422 Monterrey St., San Luis Obispo, California, 93401",http://www.centralcoastbrewing.com/,california,284
Carmel Brewing Co.,Brewpub,"225 Crossroads/Suite 121, Carmel, California, 93923",http://carmelvalleybrewing.com/index.html,california,284
Callahan's Pub & Brewery,ContractBrewery,"8111 Mira Mesa Blvd., San Diego, California, 92126",http://www.callahanspub.com/,california,284
Calistoga Inn/Napa Valley Brewing Co.,Brewpub,"1250 Lincoln Ave., Calistoga, California, 94515",http://www.calistogainn.com/,california,284
California Brewing Company,Brewpub,"100 W. Main St., Alhambra, California, 91801",http://www.californiabrewingcompany.com/,california,284
Butte Creek Brewing Co.,Microbrewery,"945 W. 2nd St., Chico, California, 95928",http://www.buttecreek.com/,california,284
Burlingame Station/Steelhead Brewery,Brewpub,"333 California Dr., Burlingame, California, 94010",http://www.steelheadbrewery.com/,california,284
Buffalo Bill's Brewery,Brewpub,"1082 B Street, Hayward, California, 94541",http://www.buffalobillsbrewery.com/,california,284
Broken Drum Brewery & Wood Grill,Brewpub,"1132 Fourth St., San Rafael, California, 94901",http://www.brokendrum.com/,california,284
"Brewhouse, The",Brewpub,"229 W. Montecito St., Santa Barbara, California, 93101",http://www.brewhousesb.com/,california,284
Brewhouse at Eastlake,Microbrewery,"871 Showroom Place, Chula Vista , California, 91914",http://www.brewhouseeastlake.com/,california,284
Brewery at Lake Tahoe,Brewpub,"3542 S. Lake Tahoe Blvd., South Lake Tahoe, California, 96150",http://www.brewerylaketahoe.com/,california,284
Brewbakers Brewing Co.,Brewpub,"219 E. Main St., Visalia, California, 93291",http://www.brewbakersbrewingco.com/,california,284
Brewbakers #3,Microbrewery,"412 Walnut Ave., Huntington Beach, California, 92648",http://www.brewbakersrestaurant.com/,california,284
BrewBakers,BOP-BrewOnPremise,"7242 Heil Ave, Huntington Beach, California, 92647",http://www.grafx24.com/brewbakers1/,california,284
Brew It Up! Personal Brewery & Grill,BOP-BrewOnPremise,"801 14th St., Sacramento, California, 95814",http://www.brewitup.com/,california,284
Breakwater Brewing Co,Brewpub,"101 N Coast Hwy, Ste C140, Oceanside, California, 92054",http://breakwaterbrewing.com/,california,284
Bradley's Brewing Co.,Microbrewery,"8942 Greenback Lane, Suite E, Orangevale, California, 95662",http://www.bradleysbrewing.com/,california,284
Boulder Creek Brewing Company,Brewpub,"13040 Highway 9, Boulder Creek, California, 95006",https://www.facebook.com/bouldercreekbrewery,california,284
Boulder Creek Brewing Co.,Brewpub,"13040 Hwy 9, Boulder Creek, California, 95018",https://www.facebook.com/bouldercreekbrewery,california,284
Bootleggers Brewing Company,Microbrewery,"130 S. Highland Ave , Fullerton , California, 92832",http://www.bootleggersbrewery.com/,california,284
Bonaventure Brewing Co.,Brewpub,"404 S. Figueroa #418A, Los Angeles, California, 90071",http://www.bonaventurebrewing.com/,california,284
Blue Frog Grog & Grill,Brewpub,"1740 Travis Blvd., Fairfield, California, 94533",http://www.bigbluefrog.com/,california,284
